loan_id,id,user_id,customer_id,loan_type,principal,principal_amount,tenure_months,interest_rate,interest_rate_apr,emi_amount,monthly_emi,months_paid,months_remaining,emi_day,next_due_date,status,nach_mandate_active,created_at
LN00443,LN00443,USR0283,USR0283,VEHICLE_LOAN,680000,680000.0,82,8.78,8.78,11057,11057.0,55,27,5,2026-09-05,ACTIVE,1,2021-04-23 00:00:00
LN00444,LN00444,USR0283,USR0283,CREDIT_CARD_DEBT,160000,160000.0,10,29.05,29.05,18207,18207.0,8,2,9,2026-09-09,ACTIVE,1,2021-04-23 00:00:00
LN00445,LN00445,USR0285,USR0285,PERSONAL_LOAN,100000,100000.0,37,10.54,10.54,3177,3177.0,24,13,9,2026-09-09,ACTIVE,1,2021-07-16 00:00:00
LN00446,LN00446,USR0286,USR0286,VEHICLE_LOAN,240000,240000.0,79,8.43,8.43,3969,3969.0,11,68,9,2026-09-09,ACTIVE,1,2021-05-28 00:00:00
LN00447,LN00447,USR0286,USR0286,EDUCATION_LOAN,940000,940000.0,68,10.41,10.41,18358,18358.0,29,39,3,2026-09-03,ACTIVE,1,2021-05-28 00:00:00
LN00448,LN00448,USR0287,USR0287,PERSONAL_LOAN,460000,460000.0,59,12.11,12.11,10385,10385.0,47,12,8,2026-09-08,ACTIVE,1,2022-06-18 00:00:00
LN00449,LN00449,USR0287,USR0287,CREDIT_CARD_DEBT,230000,230000.0,36,31.15,31.15,9909,9909.0,23,13,1,2026-09-01,ACTIVE,1,2022-06-18 00:00:00
LN00450,LN00450,USR0288,USR0288,PERSONAL_LOAN,530000,530000.0,60,11.13,11.13,11558,11558.0,32,28,4,2026-09-04,ACTIVE,1,2022-09-03 00:00:00
LN00451,LN00451,USR0289,USR0289,HOME_LOAN,5040000,5040000.0,187,9.25,9.25,50977,50977.0,24,163,4,2026-09-04,ACTIVE,1,2024-03-13 00:00:00
LN00452,LN00452,USR0290,USR0290,HOME_LOAN,6210000,6210000.0,252,9.49,9.49,56932,56932.0,59,193,6,2026-09-06,ACTIVE,1,2024-04-09 00:00:00
LN00453,LN00453,USR0290,USR0290,PERSONAL_LOAN,190000,190000.0,36,12.01,12.01,6312,6312.0,31,5,8,2026-09-08,ACTIVE,1,2024-04-09 00:00:00
LN00454,LN00454,USR0291,USR0291,PERSONAL_LOAN,400000,400000.0,14,12.76,12.76,30902,30902.0,11,3,6,2026-09-06,ACTIVE,1,2023-08-25 00:00:00
LN00455,LN00455,USR0292,USR0292,PERSONAL_LOAN,600000,600000.0,57,13.84,13.84,14421,14421.0,34,23,5,2026-09-05,ACTIVE,1,2024-03-19 00:00:00
LN00456,LN00456,USR0293,USR0293,VEHICLE_LOAN,1020000,1020000.0,73,11.82,11.82,19659,19659.0,35,38,10,2026-09-10,ACTIVE,1,2021-07-21 00:00:00
LN00457,LN00457,USR0294,USR0294,VEHICLE_LOAN,200000,200000.0,60,10.55,10.55,4304,4304.0,42,18,7,2026-09-07,ACTIVE,1,2021-10-06 00:00:00
LN00458,LN00458,USR0295,USR0295,VEHICLE_LOAN,460000,460000.0,73,8.24,8.24,8033,8033.0,42,31,2,2026-09-02,ACTIVE,1,2022-02-12 00:00:00
LN00459,LN00459,USR0296,USR0296,EDUCATION_LOAN,1500000,1500000.0,118,8.34,8.34,18671,18671.0,15,103,9,2026-09-09,ACTIVE,1,2024-07-01 00:00:00
LN00460,LN00460,USR0296,USR0296,VEHICLE_LOAN,580000,580000.0,61,9.82,9.82,12116,12116.0,23,38,6,2026-09-06,ACTIVE,1,2024-07-01 00:00:00
LN00461,LN00461,USR0297,USR0297,CREDIT_CARD_DEBT,50000,50000.0,22,31.54,31.54,3022,3022.0,5,17,8,2026-09-08,ACTIVE,1,2021-09-25 00:00:00
LN00462,LN00462,USR0297,USR0297,EDUCATION_LOAN,1600000,1600000.0,70,8.21,8.21,28842,28842.0,15,55,2,2026-09-02,ACTIVE,1,2021-09-25 00:00:00
LN00463,LN00463,USR0297,USR0297,PERSONAL_LOAN,160000,160000.0,44,12.45,12.45,4548,4548.0,42,2,5,2026-09-05,ACTIVE,1,2021-09-25 00:00:00
LN00464,LN00464,USR0298,USR0298,VEHICLE_LOAN,870000,870000.0,47,10.71,10.71,22745,22745.0,11,36,6,2026-09-06,ACTIVE,1,2021-08-27 00:00:00
LN00465,LN00465,USR0298,USR0298,PERSONAL_LOAN,350000,350000.0,50,13.77,13.77,9238,9238.0,46,4,2,2026-09-02,ACTIVE,1,2021-08-27 00:00:00
LN00466,LN00466,USR0299,USR0299,VEHICLE_LOAN,840000,840000.0,62,11.65,11.65,18096,18096.0,52,10,6,2026-09-06,ACTIVE,1,2024-05-26 00:00:00
LN00467,LN00467,USR0300,USR0300,PERSONAL_LOAN,710000,710000.0,55,14.48,14.48,17738,17738.0,31,24,8,2026-09-08,ACTIVE,1,2022-09-29 00:00:00
LN00468,LN00468,USR0300,USR0300,VEHICLE_LOAN,320000,320000.0,49,11.61,11.61,8231,8231.0,38,11,3,2026-09-03,ACTIVE,1,2022-09-29 00:00:00
LN00469,LN00469,USR0301,USR0301,EDUCATION_LOAN,1250000,1250000.0,61,8.43,8.43,25266,25266.0,16,45,1,2026-09-01,ACTIVE,1,2021-11-08 00:00:00
LN00470,LN00470,USR0302,USR0302,PERSONAL_LOAN,400000,400000.0,48,12.12,12.12,10557,10557.0,38,10,3,2026-09-03,ACTIVE,1,2022-11-02 00:00:00
LN00471,LN00471,USR0303,USR0303,PERSONAL_LOAN,500000,500000.0,48,10.74,10.74,12860,12860.0,10,38,1,2026-09-01,ACTIVE,1,2021-07-30 00:00:00
LN00472,LN00472,USR0303,USR0303,HOME_LOAN,2740000,2740000.0,162,8.62,8.62,28676,28676.0,17,145,3,2026-09-03,ACTIVE,1,2021-07-30 00:00:00
LN00473,LN00473,USR0304,USR0304,CREDIT_CARD_DEBT,190000,190000.0,25,35.74,35.74,10885,10885.0,19,6,1,2026-09-01,ACTIVE,1,2023-02-07 00:00:00
LN00474,LN00474,USR0305,USR0305,VEHICLE_LOAN,890000,890000.0,49,9.72,9.72,22078,22078.0,29,20,10,2026-09-10,ACTIVE,1,2022-10-02 00:00:00
LN00475,LN00475,USR0305,USR0305,HOME_LOAN,6040000,6040000.0,240,8.05,8.05,50709,50709.0,56,184,8,2026-09-08,ACTIVE,1,2022-10-02 00:00:00
LN00476,LN00476,USR0306,USR0306,PERSONAL_LOAN,650000,650000.0,26,12.96,12.96,28808,28808.0,14,12,10,2026-09-10,ACTIVE,1,2023-02-19 00:00:00
LN00477,LN00477,USR0307,USR0307,VEHICLE_LOAN,1020000,1020000.0,47,11.43,11.43,27023,27023.0,40,7,9,2026-09-09,ACTIVE,1,2022-02-11 00:00:00
LN00478,LN00478,USR0307,USR0307,EDUCATION_LOAN,1870000,1870000.0,76,9.29,9.29,32642,32642.0,11,65,6,2026-09-06,ACTIVE,1,2022-02-11 00:00:00
LN00479,LN00479,USR0308,USR0308,EDUCATION_LOAN,1330000,1330000.0,98,9.11,9.11,19289,19289.0,38,60,2,2026-09-02,ACTIVE,1,2022-10-20 00:00:00
LN00480,LN00480,USR0309,USR0309,PERSONAL_LOAN,590000,590000.0,36,14.29,14.29,20248,20248.0,9,27,2,2026-09-02,ACTIVE,1,2022-02-23 00:00:00
LN00481,LN00481,USR0309,USR0309,EDUCATION_LOAN,1000000,1000000.0,61,8.5,8.5,20246,20246.0,13,48,9,2026-09-09,ACTIVE,1,2022-02-23 00:00:00
LN00482,LN00482,USR0310,USR0310,CREDIT_CARD_DEBT,50000,50000.0,32,40.02,40.02,2565,2565.0,5,27,10,2026-09-10,ACTIVE,1,2024-11-28 00:00:00
LN00483,LN00483,USR0311,USR0311,HOME_LOAN,2930000,2930000.0,165,7.55,7.55,28593,28593.0,31,134,10,2026-09-10,ACTIVE,1,2021-09-24 00:00:00
LN00484,LN00484,USR0312,USR0312,CREDIT_CARD_DEBT,170000,170000.0,34,30.13,30.13,7493,7493.0,33,1,2,2026-09-02,ACTIVE,1,2021-04-30 00:00:00
LN00485,LN00485,USR0312,USR0312,HOME_LOAN,2430000,2430000.0,143,8.32,8.32,26841,26841.0,31,112,3,2026-09-03,ACTIVE,1,2021-04-30 00:00:00
LN00486,LN00486,USR0313,USR0313,CREDIT_CARD_DEBT,180000,180000.0,23,34.9,34.9,10842,10842.0,1,22,7,2026-09-07,ACTIVE,1,2022-01-24 00:00:00
LN00487,LN00487,USR0314,USR0314,CREDIT_CARD_DEBT,70000,70000.0,19,41.78,41.78,5098,5098.0,12,7,1,2026-09-01,ACTIVE,1,2021-10-17 00:00:00
LN00488,LN00488,USR0315,USR0315,VEHICLE_LOAN,890000,890000.0,58,8.56,8.56,18791,18791.0,38,20,10,2026-09-10,ACTIVE,1,2022-08-28 00:00:00
LN00489,LN00489,USR0315,USR0315,CREDIT_CARD_DEBT,130000,130000.0,9,24.5,24.5,15959,15959.0,7,2,3,2026-09-03,ACTIVE,1,2022-08-28 00:00:00
LN00490,LN00490,USR0315,USR0315,EDUCATION_LOAN,1210000,1210000.0,76,10.89,10.89,22107,22107.0,31,45,4,2026-09-04,ACTIVE,1,2022-08-28 00:00:00
LN00491,LN00491,USR0316,USR0316,PERSONAL_LOAN,130000,130000.0,30,10.67,10.67,4956,4956.0,20,10,9,2026-09-09,ACTIVE,1,2022-03-11 00:00:00
LN00492,LN00492,USR0317,USR0317,EDUCATION_LOAN,660000,660000.0,76,8.07,8.07,11120,11120.0,13,63,1,2026-09-01,ACTIVE,1,2023-11-04 00:00:00
LN00493,LN00493,USR0318,USR0318,PERSONAL_LOAN,420000,420000.0,45,12.09,12.09,11655,11655.0,8,37,9,2026-09-09,ACTIVE,1,2024-01-13 00:00:00
LN00494,LN00494,USR0318,USR0318,EDUCATION_LOAN,1840000,1840000.0,60,8.35,8.35,37618,37618.0,25,35,4,2026-09-04,ACTIVE,1,2024-01-13 00:00:00
LN00495,LN00495,USR0319,USR0319,EDUCATION_LOAN,900000,900000.0,83,10.67,10.67,15378,15378.0,7,76,3,2026-09-03,ACTIVE,1,2021-03-19 00:00:00
LN00496,LN00496,USR0319,USR0319,VEHICLE_LOAN,800000,800000.0,63,11.31,11.31,16897,16897.0,42,21,10,2026-09-10,ACTIVE,1,2021-03-19 00:00:00
LN00497,LN00497,USR0320,USR0320,EDUCATION_LOAN,860000,860000.0,114,10.88,10.88,12134,12134.0,35,79,7,2026-09-07,ACTIVE,1,2023-06-10 00:00:00
LN00498,LN00498,USR0320,USR0320,VEHICLE_LOAN,590000,590000.0,72,9.54,9.54,10794,10794.0,24,48,10,2026-09-10,ACTIVE,1,2023-06-10 00:00:00
LN00499,LN00499,USR0321,USR0321,VEHICLE_LOAN,740000,740000.0,79,8.62,8.62,12308,12308.0,26,53,4,2026-09-04,ACTIVE,1,2023-11-04 00:00:00
LN00500,LN00500,USR0322,USR0322,EDUCATION_LOAN,1270000,1270000.0,71,10.29,10.29,23956,23956.0,24,47,9,2026-09-09,ACTIVE,1,2023-06-21 00:00:00
LN00501,LN00501,USR0322,USR0322,CREDIT_CARD_DEBT,210000,210000.0,23,31.93,31.93,12325,12325.0,16,7,5,2026-09-05,ACTIVE,1,2023-06-21 00:00:00
LN00502,LN00502,USR0323,USR0323,EDUCATION_LOAN,810000,810000.0,96,8.58,8.58,11691,11691.0,23,73,7,2026-09-07,ACTIVE,1,2022-10-16 00:00:00
LN00503,LN00503,USR0324,USR0324,PERSONAL_LOAN,340000,340000.0,54,11.99,11.99,8178,8178.0,8,46,4,2026-09-04,ACTIVE,1,2024-07-24 00:00:00
LN00504,LN00504,USR0325,USR0325,EDUCATION_LOAN,1290000,1290000.0,66,9.04,9.04,24877,24877.0,14,52,9,2026-09-09,ACTIVE,1,2022-04-26 00:00:00
LN00505,LN00505,USR0325,USR0325,PERSONAL_LOAN,510000,510000.0,37,11.27,11.27,16381,16381.0,22,15,9,2026-09-09,ACTIVE,1,2022-04-26 00:00:00
LN00506,LN00506,USR0326,USR0326,PERSONAL_LOAN,540000,540000.0,22,13.19,13.19,27767,27767.0,13,9,1,2026-09-01,ACTIVE,1,2021-11-07 00:00:00
LN00507,LN00507,USR0327,USR0327,PERSONAL_LOAN,800000,800000.0,21,15.34,15.34,43679,43679.0,16,5,10,2026-09-10,ACTIVE,1,2021-09-18 00:00:00
LN00508,LN00508,USR0328,USR0328,CREDIT_CARD_DEBT,150000,150000.0,8,35.17,35.17,21306,21306.0,3,5,4,2026-09-04,ACTIVE,1,2021-06-05 00:00:00
LN00509,LN00509,USR0328,USR0328,PERSONAL_LOAN,240000,240000.0,35,12.67,12.67,8238,8238.0,6,29,10,2026-09-10,ACTIVE,1,2021-06-05 00:00:00
LN00510,LN00510,USR0329,USR0329,PERSONAL_LOAN,430000,430000.0,58,13.49,13.49,10132,10132.0,25,33,7,2026-09-07,ACTIVE,1,2022-05-10 00:00:00
LN00511,LN00511,USR0330,USR0330,CREDIT_CARD_DEBT,240000,240000.0,26,40.37,40.37,13994,13994.0,17,9,5,2026-09-05,ACTIVE,1,2021-12-01 00:00:00
LN00512,LN00512,USR0331,USR0331,CREDIT_CARD_DEBT,140000,140000.0,36,39.66,39.66,6708,6708.0,12,24,8,2026-09-08,ACTIVE,1,2021-05-10 00:00:00
LN00513,LN00513,USR0331,USR0331,HOME_LOAN,2780000,2780000.0,232,9.08,9.08,25466,25466.0,1,231,4,2026-09-04,ACTIVE,1,2021-05-10 00:00:00
LN00514,LN00514,USR0332,USR0332,CREDIT_CARD_DEBT,200000,200000.0,15,28.96,28.96,16050,16050.0,4,11,1,2026-09-01,ACTIVE,1,2024-09-02 00:00:00
LN00515,LN00515,USR0333,USR0333,VEHICLE_LOAN,1140000,1140000.0,46,8.6,8.6,29180,29180.0,44,2,1,2026-09-01,ACTIVE,1,2024-10-17 00:00:00
LN00516,LN00516,USR0333,USR0333,EDUCATION_LOAN,1140000,1140000.0,83,10.94,10.94,19640,19640.0,16,67,1,2026-09-01,ACTIVE,1,2024-10-17 00:00:00
LN00517,LN00517,USR0334,USR0334,VEHICLE_LOAN,1060000,1060000.0,41,10.35,10.35,30804,30804.0,18,23,7,2026-09-07,ACTIVE,1,2022-10-11 00:00:00
LN00518,LN00518,USR0335,USR0335,EDUCATION_LOAN,860000,860000.0,102,8.61,8.61,11919,11919.0,26,76,7,2026-09-07,ACTIVE,1,2024-10-17 00:00:00
LN00519,LN00519,USR0336,USR0336,CREDIT_CARD_DEBT,110000,110000.0,22,33.2,33.2,6742,6742.0,1,21,2,2026-09-02,ACTIVE,1,2023-02-15 00:00:00
LN00520,LN00520,USR0336,USR0336,PERSONAL_LOAN,440000,440000.0,17,13.68,13.68,28618,28618.0,10,7,9,2026-09-09,ACTIVE,1,2023-02-15 00:00:00
LN00521,LN00521,USR0337,USR0337,EDUCATION_LOAN,1970000,1970000.0,112,9.22,9.22,26293,26293.0,18,94,4,2026-09-04,ACTIVE,1,2022-03-27 00:00:00
LN00522,LN00522,USR0337,USR0337,VEHICLE_LOAN,1030000,1030000.0,74,11.06,11.06,19263,19263.0,13,61,8,2026-09-08,ACTIVE,1,2022-03-27 00:00:00
LN00523,LN00523,USR0338,USR0338,CREDIT_CARD_DEBT,240000,240000.0,24,27.61,27.61,13126,13126.0,1,23,5,2026-09-05,ACTIVE,1,2024-05-16 00:00:00
LN00524,LN00524,USR0339,USR0339,PERSONAL_LOAN,700000,700000.0,38,12.92,12.92,22543,22543.0,33,5,2,2026-09-02,ACTIVE,1,2023-07-25 00:00:00
LN00525,LN00525,USR0340,USR0340,CREDIT_CARD_DEBT,230000,230000.0,22,25.12,25.12,13153,13153.0,10,12,6,2026-09-06,ACTIVE,1,2023-05-08 00:00:00
LN00526,LN00526,USR0340,USR0340,HOME_LOAN,7300000,7300000.0,149,8.4,8.4,79063,79063.0,52,97,9,2026-09-09,ACTIVE,1,2023-05-08 00:00:00
LN00527,LN00527,USR0341,USR0341,VEHICLE_LOAN,830000,830000.0,80,11.71,11.71,14994,14994.0,29,51,7,2026-09-07,ACTIVE,1,2022-08-10 00:00:00
LN00528,LN00528,USR0341,USR0341,CREDIT_CARD_DEBT,20000,20000.0,24,32.58,32.58,1145,1145.0,16,8,4,2026-09-04,ACTIVE,1,2022-08-10 00:00:00
LN00529,LN00529,USR0342,USR0342,VEHICLE_LOAN,920000,920000.0,79,10.77,10.77,16308,16308.0,30,49,10,2026-09-10,ACTIVE,1,2024-03-20 00:00:00
LN00530,LN00530,USR0342,USR0342,EDUCATION_LOAN,620000,620000.0,115,8.9,8.9,8032,8032.0,2,113,8,2026-09-08,ACTIVE,1,2024-03-20 00:00:00
LN00531,LN00531,USR0343,USR0343,HOME_LOAN,6830000,6830000.0,186,8.06,8.06,64422,64422.0,5,181,7,2026-09-07,ACTIVE,1,2022-11-08 00:00:00
LN00532,LN00532,USR0344,USR0344,PERSONAL_LOAN,770000,770000.0,55,10.55,10.55,17717,17717.0,45,10,4,2026-09-04,ACTIVE,1,2023-04-24 00:00:00
LN00533,LN00533,USR0345,USR0345,VEHICLE_LOAN,880000,880000.0,58,11.31,11.31,19765,19765.0,34,24,9,2026-09-09,ACTIVE,1,2023-09-06 00:00:00
LN00534,LN00534,USR0345,USR0345,EDUCATION_LOAN,870000,870000.0,60,8.04,8.04,17657,17657.0,45,15,5,2026-09-05,ACTIVE,1,2023-09-06 00:00:00
LN00535,LN00535,USR0346,USR0346,PERSONAL_LOAN,680000,680000.0,17,14.57,14.57,44512,44512.0,13,4,6,2026-09-06,ACTIVE,1,2024-02-09 00:00:00
LN00536,LN00536,USR0346,USR0346,VEHICLE_LOAN,340000,340000.0,40,11.01,11.01,10193,10193.0,36,4,3,2026-09-03,ACTIVE,1,2024-02-09 00:00:00
LN00537,LN00537,USR0347,USR0347,EDUCATION_LOAN,1450000,1450000.0,82,10.3,10.3,24703,24703.0,14,68,10,2026-09-10,ACTIVE,1,2024-05-06 00:00:00
LN00538,LN00538,USR0347,USR0347,VEHICLE_LOAN,1050000,1050000.0,53,10.45,10.45,24818,24818.0,12,41,4,2026-09-04,ACTIVE,1,2024-05-06 00:00:00
LN00539,LN00539,USR0348,USR0348,CREDIT_CARD_DEBT,130000,130000.0,29,25.4,25.4,6044,6044.0,7,22,4,2026-09-04,ACTIVE,1,2024-04-03 00:00:00
LN00540,LN00540,USR0349,USR0349,VEHICLE_LOAN,610000,610000.0,52,8.26,8.26,13995,13995.0,14,38,4,2026-09-04,ACTIVE,1,2022-09-03 00:00:00
LN00541,LN00541,USR0350,USR0350,PERSONAL_LOAN,180000,180000.0,27,14.95,14.95,7892,7892.0,20,7,6,2026-09-06,ACTIVE,1,2023-08-14 00:00:00
LN00542,LN00542,USR0351,USR0351,PERSONAL_LOAN,150000,150000.0,19,15.75,15.75,8971,8971.0,3,16,8,2026-09-08,ACTIVE,1,2022-12-23 00:00:00
LN00543,LN00543,USR0351,USR0351,HOME_LOAN,5140000,5140000.0,277,8.1,8.1,41066,41066.0,1,276,9,2026-09-09,ACTIVE,1,2022-12-23 00:00:00
LN00544,LN00544,USR0352,USR0352,HOME_LOAN,5000000,5000000.0,243,9.09,9.09,45079,45079.0,24,219,10,2026-09-10,ACTIVE,1,2021-12-07 00:00:00
LN00545,LN00545,USR0353,USR0353,VEHICLE_LOAN,250000,250000.0,72,8.29,8.29,4419,4419.0,56,16,5,2026-09-05,ACTIVE,1,2023-03-02 00:00:00
LN00546,LN00546,USR0353,USR0353,EDUCATION_LOAN,1040000,1040000.0,91,8.89,8.89,15751,15751.0,12,79,9,2026-09-09,ACTIVE,1,2023-03-02 00:00:00
LN00547,LN00547,USR0354,USR0354,CREDIT_CARD_DEBT,80000,80000.0,7,38.46,38.46,12940,12940.0,5,2,7,2026-09-07,ACTIVE,1,2021-09-25 00:00:00
LN00548,LN00548,USR0354,USR0354,PERSONAL_LOAN,750000,750000.0,42,12.73,12.73,22223,22223.0,35,7,1,2026-09-01,ACTIVE,1,2021-09-25 00:00:00
LN00549,LN00549,USR0354,USR0354,EDUCATION_LOAN,1850000,1850000.0,92,8.96,8.96,27872,27872.0,23,69,7,2026-09-07,ACTIVE,1,2021-09-25 00:00:00
LN00550,LN00550,USR0355,USR0355,PERSONAL_LOAN,260000,260000.0,41,14.02,14.02,8017,8017.0,8,33,9,2026-09-09,ACTIVE,1,2024-09-10 00:00:00
LN00551,LN00551,USR0356,USR0356,EDUCATION_LOAN,1370000,1370000.0,60,9.07,9.07,28486,28486.0,1,59,4,2026-09-04,ACTIVE,1,2021-11-04 00:00:00
LN00552,LN00552,USR0356,USR0356,VEHICLE_LOAN,850000,850000.0,60,8.49,8.49,17435,17435.0,38,22,2,2026-09-02,ACTIVE,1,2021-11-04 00:00:00
LN00553,LN00553,USR0356,USR0356,CREDIT_CARD_DEBT,220000,220000.0,16,33.06,33.06,17188,17188.0,6,10,10,2026-09-10,ACTIVE,1,2021-11-04 00:00:00
LN00554,LN00554,USR0357,USR0357,VEHICLE_LOAN,790000,790000.0,47,10.5,10.5,20573,20573.0,36,11,5,2026-09-05,ACTIVE,1,2024-11-18 00:00:00
LN00555,LN00555,USR0358,USR0358,PERSONAL_LOAN,580000,580000.0,29,11.83,11.83,23093,23093.0,16,13,10,2026-09-10,ACTIVE,1,2024-08-05 00:00:00
LN00556,LN00556,USR0359,USR0359,VEHICLE_LOAN,1020000,1020000.0,47,11.22,11.22,26918,26918.0,32,15,7,2026-09-07,ACTIVE,1,2024-08-31 00:00:00
LN00557,LN00557,USR0359,USR0359,CREDIT_CARD_DEBT,150000,150000.0,12,33.36,33.36,14872,14872.0,7,5,6,2026-09-06,ACTIVE,1,2024-08-31 00:00:00
LN00558,LN00558,USR0360,USR0360,VEHICLE_LOAN,980000,980000.0,61,9.09,9.09,20122,20122.0,18,43,8,2026-09-08,ACTIVE,1,2023-12-30 00:00:00
LN00559,LN00559,USR0361,USR0361,PERSONAL_LOAN,300000,300000.0,48,11.24,11.24,7789,7789.0,9,39,10,2026-09-10,ACTIVE,1,2022-11-10 00:00:00
LN00560,LN00560,USR0362,USR0362,PERSONAL_LOAN,140000,140000.0,58,14.62,14.62,3380,3380.0,18,40,4,2026-09-04,ACTIVE,1,2021-04-17 00:00:00
LN00561,LN00561,USR0362,USR0362,HOME_LOAN,3910000,3910000.0,262,7.5,7.5,30374,30374.0,28,234,7,2026-09-07,ACTIVE,1,2021-04-17 00:00:00
LN00562,LN00562,USR0363,USR0363,PERSONAL_LOAN,130000,130000.0,59,12.02,12.02,2929,2929.0,10,49,8,2026-09-08,ACTIVE,1,2021-12-28 00:00:00
LN00563,LN00563,USR0363,USR0363,CREDIT_CARD_DEBT,180000,180000.0,31,25.13,25.13,7952,7952.0,1,30,3,2026-09-03,ACTIVE,1,2021-12-28 00:00:00
LN00564,LN00564,USR0364,USR0364,EDUCATION_LOAN,410000,410000.0,117,8.74,8.74,5219,5219.0,55,62,9,2026-09-09,ACTIVE,1,2024-12-25 00:00:00
LN00565,LN00565,USR0364,USR0364,CREDIT_CARD_DEBT,190000,190000.0,23,29.69,29.69,10932,10932.0,11,12,8,2026-09-08,ACTIVE,1,2024-12-25 00:00:00
LN00566,LN00566,USR0364,USR0364,HOME_LOAN,2610000,2610000.0,196,8.22,8.22,24238,24238.0,17,179,9,2026-09-09,ACTIVE,1,2024-12-25 00:00:00
LN00567,LN00567,USR0365,USR0365,CREDIT_CARD_DEBT,210000,210000.0,7,29.64,29.64,33036,33036.0,4,3,2,2026-09-02,ACTIVE,1,2022-01-08 00:00:00
LN00568,LN00568,USR0366,USR0366,VEHICLE_LOAN,1090000,1090000.0,49,9.74,9.74,27050,27050.0,17,32,8,2026-09-08,ACTIVE,1,2024-02-19 00:00:00
LN00569,LN00569,USR0366,USR0366,PERSONAL_LOAN,740000,740000.0,52,12.58,12.58,18533,18533.0,7,45,8,2026-09-08,ACTIVE,1,2024-02-19 00:00:00
LN00570,LN00570,USR0367,USR0367,VEHICLE_LOAN,290000,290000.0,59,10.75,10.75,6350,6350.0,36,23,9,2026-09-09,ACTIVE,1,2021-04-20 00:00:00
LN00571,LN00571,USR0367,USR0367,CREDIT_CARD_DEBT,130000,130000.0,35,30.98,30.98,5686,5686.0,17,18,6,2026-09-06,ACTIVE,1,2021-04-20 00:00:00
LN00572,LN00572,USR0367,USR0367,PERSONAL_LOAN,540000,540000.0,13,14.37,14.37,45103,45103.0,7,6,2,2026-09-02,ACTIVE,1,2021-04-20 00:00:00
LN00573,LN00573,USR0368,USR0368,EDUCATION_LOAN,670000,670000.0,115,10.14,10.14,9131,9131.0,44,71,10,2026-09-10,ACTIVE,1,2023-11-06 00:00:00
LN00574,LN00574,USR0369,USR0369,VEHICLE_LOAN,1170000,1170000.0,72,11.04,11.04,22294,22294.0,37,35,9,2026-09-09,ACTIVE,1,2021-08-26 00:00:00
LN00575,LN00575,USR0370,USR0370,PERSONAL_LOAN,590000,590000.0,34,12.14,12.14,20595,20595.0,21,13,9,2026-09-09,ACTIVE,1,2022-07-18 00:00:00
LN00576,LN00576,USR0370,USR0370,VEHICLE_LOAN,310000,310000.0,67,11.13,11.13,6233,6233.0,50,17,8,2026-09-08,ACTIVE,1,2022-07-18 00:00:00
LN00577,LN00577,USR0371,USR0371,HOME_LOAN,2290000,2290000.0,277,8.22,8.22,18475,18475.0,19,258,8,2026-09-08,ACTIVE,1,2022-03-07 00:00:00
LN00578,LN00578,USR0371,USR0371,EDUCATION_LOAN,1930000,1930000.0,100,9.5,9.5,28010,28010.0,10,90,3,2026-09-03,ACTIVE,1,2022-03-07 00:00:00
LN00579,LN00579,USR0372,USR0372,CREDIT_CARD_DEBT,130000,130000.0,33,27.76,27.76,5676,5676.0,5,28,2,2026-09-02,ACTIVE,1,2021-10-07 00:00:00
LN00580,LN00580,USR0372,USR0372,EDUCATION_LOAN,990000,990000.0,70,9.11,9.11,18284,18284.0,22,48,4,2026-09-04,ACTIVE,1,2021-10-07 00:00:00
LN00581,LN00581,USR0372,USR0372,VEHICLE_LOAN,250000,250000.0,56,11.07,11.07,5736,5736.0,21,35,5,2026-09-05,ACTIVE,1,2021-10-07 00:00:00
LN00582,LN00582,USR0373,USR0373,CREDIT_CARD_DEBT,210000,210000.0,34,39.31,39.31,10333,10333.0,29,5,6,2026-09-06,ACTIVE,1,2022-01-30 00:00:00
LN00583,LN00583,USR0373,USR0373,EDUCATION_LOAN,740000,740000.0,107,9.97,9.97,10466,10466.0,38,69,9,2026-09-09,ACTIVE,1,2022-01-30 00:00:00
LN00584,LN00584,USR0373,USR0373,PERSONAL_LOAN,430000,430000.0,40,15.34,15.34,13799,13799.0,27,13,3,2026-09-03,ACTIVE,1,2022-01-30 00:00:00
LN00585,LN00585,USR0374,USR0374,HOME_LOAN,6070000,6070000.0,180,8.72,8.72,60559,60559.0,43,137,5,2026-09-05,ACTIVE,1,2021-11-18 00:00:00
LN00586,LN00586,USR0374,USR0374,PERSONAL_LOAN,310000,310000.0,59,11.25,11.25,6865,6865.0,45,14,2,2026-09-02,ACTIVE,1,2021-11-18 00:00:00
LN00587,LN00587,USR0375,USR0375,VEHICLE_LOAN,940000,940000.0,46,9.26,9.26,24354,24354.0,26,20,2,2026-09-02,ACTIVE,1,2022-03-23 00:00:00
LN00588,LN00588,USR0376,USR0376,PERSONAL_LOAN,380000,380000.0,42,14.42,14.42,11575,11575.0,36,6,1,2026-09-01,ACTIVE,1,2022-01-23 00:00:00
LN00589,LN00589,USR0376,USR0376,CREDIT_CARD_DEBT,70000,70000.0,6,40.02,40.02,13066,13066.0,4,2,9,2026-09-09,ACTIVE,1,2022-01-23 00:00:00
LN00590,LN00590,USR0377,USR0377,HOME_LOAN,4210000,4210000.0,146,7.62,7.62,44324,44324.0,17,129,10,2026-09-10,ACTIVE,1,2022-11-23 00:00:00
