user_id,avg_monthly_income,income_volatility,income_trend,months_since_last_income,avg_monthly_essential_spend,avg_monthly_discretionary_spend,essential_to_income_ratio,discretionary_to_income_ratio,burn_rate_trend,spending_spike_count,current_balance,avg_balance_30d,min_balance_30d,balance_trend,days_until_zero,total_emi_burden,emi_to_income_ratio,missed_emi_count,emi_payment_consistency,max_single_medical_txn,medical_spend_spike,income_drop_flag,income_drop_pct,large_unexpected_debit,risk_label
USR0427,28876,0.0318,-0.0036,0.9,21549,4191,0.7463,0.1452,0.0035,0,79828,88412,79828,-5.2,999,11816,0.4092,0,1.0,869,1.0,0,-0.0319,18,healthy
USR0428,18194,0.4233,-0.1679,0.8,16956,6687,0.932,0.3675,-0.0333,0,124866,130615,124866,-319.34,391,11168,0.6138,1,0.8889,551,1.4462,0,0.2647,16,critical
USR0429,34076,0.4716,-0.2252,0.8,28482,19283,0.8358,0.5659,0.0217,0,401169,414340,400039,-443.86,903,2145,0.0629,1,0.8889,1385,2.1049,0,0.1303,10,at_risk
USR0430,49123,0.0379,0.013,0.8,37641,10891,0.7663,0.2217,0.0276,0,129715,143137,125082,-116.15,999,23693,0.4823,0,1.0,442,1.0,0,-0.0293,15,healthy
USR0431,32242,0.0768,-0.0117,0.8,25355,3729,0.7864,0.1157,0.0098,0,74779,77241,52711,71.09,999,16510,0.5121,0,1.0,447,1.3147,0,-0.0611,14,healthy
USR0432,42314,0.0239,0.0028,0.8,31373,7291,0.7414,0.1723,-0.054,1,136692,138681,112240,42.53,999,5135,0.1214,0,1.0,124390,0.0202,0,0.0454,9,healthy
USR0433,88472,0.0715,0.0027,0.1,105112,12063,1.1881,0.1363,-0.0112,0,66043,37224,900,303.88,999,71967,0.8134,0,1.0,2993,0.2949,0,0.0393,34,at_risk
USR0434,24702,0.0334,0.0106,0.9,23339,3362,0.9448,0.1361,-0.0332,0,21017,24792,19273,-116.79,179,17722,0.7174,0,1.0,222,1.1269,0,-0.0049,11,at_risk
USR0435,39938,0.0982,-0.0007,0.1,31853,3346,0.7976,0.0838,-0.0256,0,96337,90702,80224,428.59,999,19748,0.4945,0,1.0,701,1.0,0,0.2307,25,healthy
USR0436,41197,0.0107,-0.0029,0.9,27632,5809,0.6707,0.141,-0.1053,1,68081,76846,68081,131.67,999,15713,0.3814,2,0.7778,61806,0.0105,0,-0.0086,17,at_risk
USR0437,39211,0.0123,0.0013,0.5,39487,6969,1.007,0.1777,-0.0345,0,64106,69445,50705,-285.34,224,31074,0.7925,0,1.0,283,0.9152,0,-0.0095,19,at_risk
USR0438,70783,0.0467,-0.0113,0.0,52205,16043,0.7375,0.2267,-0.0648,0,183925,155985,119538,-455.42,403,61710,0.8718,4,0.7778,1324,0.8127,0,0.0949,24,critical
USR0439,21039,0.0451,-0.0179,0.9,8144,4238,0.3871,0.2014,0.0102,0,156017,160488,148872,244.66,999,0,0.0,0,1.0,487,1.1144,0,0.0707,10,healthy
USR0440,75848,0.0378,0.0084,0.8,38323,17848,0.5053,0.2353,-0.0082,0,249201,259554,215473,363.24,999,15537,0.2048,0,1.0,1254,0.6964,0,-0.046,18,healthy
USR0441,54267,0.0188,-0.0055,0.8,33298,6924,0.6136,0.1276,-0.0052,0,186190,189021,149411,373.9,999,13129,0.2419,0,1.0,1505,1.4026,0,-0.0273,18,healthy
USR0442,10255,0.3609,-0.1357,0.4,20802,2625,2.0285,0.2559,0.0045,0,5873,11400,4604,-464.97,12,14962,1.459,0,1.0,267,3.5132,0,-0.0494,11,critical
USR0443,29069,0.0968,0.008,0.3,25531,3956,0.8783,0.1361,-0.0156,0,50333,52075,39552,158.99,999,15676,0.5393,0,1.0,533,1.7029,0,0.0991,17,healthy
USR0444,49164,0.0333,-0.0064,0.8,66048,11556,1.3434,0.2351,0.0101,0,28515,32245,0,-85.91,331,50297,1.023,0,1.0,1299,0.7387,0,-0.0228,18,at_risk
USR0445,53474,0.0414,0.0019,0.6,38270,7574,0.7157,0.1416,-0.0147,0,116463,129329,103810,19.78,999,21429,0.4007,0,1.0,934,0.5388,0,-0.1099,19,healthy
USR0446,89361,0.0269,0.0138,0.8,120183,15234,1.3449,0.1705,-0.0112,0,0,9093,0,-440.49,999,92286,1.0327,0,1.0,1680,0.8418,0,-0.004,14,at_risk
USR0447,90558,0.0314,-0.004,0.8,48266,14763,0.533,0.163,-0.0273,0,499137,505745,453310,855.96,999,10746,0.1187,0,1.0,738,1.0,0,0.0269,18,healthy
USR0448,76757,0.0165,0.0009,0.8,40218,12994,0.524,0.1693,0.0786,0,429558,445006,393729,-298.09,999,12000,0.1563,0,1.0,26710,0.2227,0,0.0001,22,healthy
USR0449,20001,0.0266,0.0089,0.8,4448,4595,0.2224,0.2297,-0.2164,1,95016,93426,80012,270.56,999,0,0.0,0,1.0,34724,154.3289,0,0.0185,11,healthy
USR0450,43284,0.1313,0.0064,0.0,30380,6478,0.7019,0.1497,-0.0112,0,163304,140302,124606,-77.87,999,20551,0.4748,0,1.0,541,1.0,0,0.0993,11,healthy
USR0451,58082,0.0226,-0.0037,0.8,35884,4663,0.6178,0.0803,-0.0625,0,90867,99307,67045,451.04,999,34021,0.5857,2,0.8889,1000,1.2581,0,-0.0584,20,at_risk
USR0452,48157,0.033,-0.0091,0.8,30003,11442,0.623,0.2376,0.0426,0,148883,160484,133317,60.59,999,12708,0.2639,0,1.0,1007,1.0658,0,-0.0666,18,healthy
USR0453,114714,0.1468,0.0446,0.0,145596,13878,1.2692,0.121,-0.0064,0,78278,45731,9115,-225.53,347,112006,0.9764,0,1.0,771,1.0,0,0.2156,18,at_risk
USR0454,27967,0.0251,0.0082,0.9,74979,6578,2.681,0.2352,0.0119,0,0,11887,0,-74.63,999,67080,2.3985,0,1.0,353,1.9185,0,0.0318,19,at_risk
USR0455,87879,0.0305,0.0065,0.8,40092,16961,0.4562,0.193,0.0174,0,399045,416070,368500,862.62,999,10433,0.1187,0,1.0,1341,0.761,0,0.0373,19,healthy
USR0456,29630,0.0292,-0.0124,0.9,55850,6827,1.8849,0.2304,-0.0074,0,0,8250,0,-390.78,999,45293,1.5286,0,1.0,17699,0.1097,0,-0.0088,19,at_risk
USR0457,39241,0.4901,-0.2059,0.2,72177,15965,1.8393,0.4068,-0.0232,0,48875,32377,16903,-1433.19,34,52653,1.3418,1,0.9444,1847,0.8369,0,0.0783,24,critical
USR0458,86196,0.2575,0.0887,0.3,40249,18481,0.4669,0.2144,0.0102,0,562917,534459,491409,1239.3,999,18815,0.2183,0,1.0,1116,1.0055,0,0.2095,18,healthy
USR0459,107366,0.1877,0.031,0.2,87813,30782,0.8179,0.2867,0.0426,0,232315,230362,201573,553.9,999,55820,0.5199,0,1.0,2038,0.4755,0,-0.0386,14,healthy
USR0460,48002,0.0306,-0.0012,0.7,27780,5789,0.5787,0.1206,-0.0672,0,191410,187812,158982,120.16,999,18837,0.3924,3,0.8333,1459,0.791,0,-0.0712,28,at_risk
USR0461,136322,0.1047,0.0218,0.4,105814,23822,0.7762,0.1747,-0.0009,0,408627,379578,316894,552.28,999,55949,0.4104,0,1.0,4215,1.7952,0,-0.0224,27,healthy
USR0462,24023,0.0284,-0.0015,0.9,23339,5940,0.9715,0.2473,-0.0022,0,0,6743,0,-46.62,999,15626,0.6505,0,1.0,637,1.2154,0,-0.0515,17,at_risk
USR0463,34383,0.0233,-0.006,0.9,30725,10078,0.8936,0.2931,0.0094,0,63349,74538,63349,-196.6,322,19227,0.5592,0,1.0,748,0.4078,0,-0.0388,16,healthy
USR0464,9842,0.0832,0.0102,0.9,25516,1340,2.5926,0.1361,-0.0042,0,6689,8315,6689,-197.89,33,22705,2.3069,0,1.0,114,0.902,0,0.1778,9,at_risk
USR0465,28873,0.3702,-0.1585,0.8,51862,6983,1.7962,0.2418,-0.1809,0,21180,21238,1185,158.7,999,74191,2.5695,4,0.7778,1568,2.2849,0,-0.0032,15,critical
USR0466,31247,0.0564,0.0037,0.9,22100,8673,0.7073,0.2776,0.0423,0,102656,110698,101349,26.89,999,11994,0.3838,0,1.0,785,0.9421,0,-0.0505,26,healthy
USR0467,26839,0.0388,0.0104,0.9,25097,4489,0.9351,0.1673,0.012,0,9414,23301,9414,-89.14,105,15753,0.5869,0,1.0,554,2.0801,0,0.0622,17,healthy
USR0468,44460,0.0329,-0.0003,0.8,40538,8316,0.9118,0.1871,-0.0015,0,135546,148861,135546,-109.28,999,25394,0.5712,0,1.0,793,1.3064,0,-0.0466,25,healthy
USR0469,66311,0.0414,-0.0071,0.9,61340,8920,0.925,0.1345,-0.0333,0,107313,131967,107313,-151.24,709,43538,0.6566,0,1.0,28376,0.0646,0,-0.018,20,at_risk
USR0470,28294,0.3911,-0.1594,0.9,67954,10824,2.4017,0.3826,0.0062,0,0,8659,0,-868.74,999,47667,1.6847,1,0.963,1440,0.8906,0,-0.3489,31,critical
USR0471,16251,0.3517,-0.1344,0.9,21075,3626,1.2969,0.2231,-0.0191,0,26315,34435,26315,-245.25,107,9497,0.5844,0,1.0,1117,2.2486,0,-0.1127,18,at_risk
USR0472,100974,0.1432,0.0206,0.1,67343,11621,0.6669,0.1151,-0.0352,0,421646,401956,379128,494.04,999,45146,0.4471,0,1.0,1301,0.8933,0,-0.2153,24,healthy
USR0473,55535,0.0268,0.0112,0.8,47953,7673,0.8635,0.1382,0.0157,0,151003,165447,151003,-167.77,900,25135,0.4526,0,1.0,1254,1.1379,0,0.0184,19,healthy
USR0474,26021,0.0668,0.0059,0.8,20714,4836,0.796,0.1859,-0.0681,1,88412,93675,79039,-101.44,871,6238,0.2397,0,1.0,91876,0.9303,0,-0.0465,15,healthy
USR0475,50002,0.0347,-0.0123,0.8,19248,10950,0.3849,0.219,0.0113,0,341864,350698,341864,481.75,999,5546,0.1109,0,1.0,426,0.7394,0,0.0207,18,healthy
USR0476,14425,0.3841,-0.1513,0.9,13928,5655,0.9656,0.392,-0.0574,0,26294,33195,26294,-127.17,206,9423,0.6533,1,0.8889,713,0.2549,0,-0.3551,17,critical
USR0477,47340,0.0246,-0.0036,0.5,50539,9291,1.0676,0.1963,-0.0348,1,48856,62138,48856,398.57,999,16042,0.3389,2,0.8889,102924,1.7172,0,0.0537,25,at_risk
USR0478,49662,0.0297,0.0078,0.8,23033,6641,0.4638,0.1337,-0.0132,0,349290,344642,320798,489.36,999,8231,0.1657,0,1.0,1185,1.881,0,-0.022,19,healthy
USR0479,49797,0.1565,-0.0061,0.0,88754,12180,1.7823,0.2446,0.006,0,69864,54671,47770,349.71,999,65243,1.3102,0,1.0,1430,0.7767,0,0.3811,12,at_risk
USR0480,21106,0.038,0.0032,0.8,9040,4517,0.4283,0.214,0.0585,0,168808,172379,160945,155.4,999,0,0.0,0,1.0,233,1.0,0,-0.0876,10,healthy
USR0481,19222,0.0875,0.0064,0.8,37567,2812,1.9543,0.1463,-0.0056,0,71491,40873,27805,251.78,999,31186,1.6224,0,1.0,527,1.39,0,-0.0588,9,at_risk
USR0482,36322,0.0396,0.0114,0.9,20314,7395,0.5593,0.2036,-0.043,0,142043,148448,128562,235.77,999,9882,0.2721,0,1.0,397,1.0,0,-0.0127,19,healthy
USR0483,72610,0.0184,-0.0031,0.8,105344,13723,1.4508,0.189,0.011,0,37957,50426,12172,548.69,999,87006,1.1983,0,1.0,789,1.0959,0,-0.0459,18,at_risk
USR0484,94623,0.3551,-0.1656,0.9,77803,21366,0.8222,0.2258,-0.0596,0,635269,672637,635269,-42.81,999,22843,0.2414,2,0.7778,6232,0.8672,0,-0.3424,17,at_risk
USR0485,41736,0.0209,-0.0027,0.8,43098,6316,1.0326,0.1513,-0.0209,0,67250,78328,67250,-434.17,154,29121,0.6977,0,1.0,1379,1.5355,0,-0.0229,14,at_risk
USR0486,63022,0.0299,-0.0024,0.8,94303,10233,1.4964,0.1624,-0.0392,1,0,11318,0,-551.37,999,60283,0.9565,0,1.0,195152,0.0131,0,0.0465,20,critical
USR0487,45280,0.0307,-0.0015,0.9,43072,9142,0.9512,0.2019,0.0433,0,19337,33836,19337,-883.19,21,28552,0.6306,0,1.0,20411,0.0955,0,-0.0778,16,critical
USR0488,68553,0.0313,0.0019,0.8,51859,11983,0.7565,0.1748,0.0109,0,215946,252303,206918,-107.51,999,22227,0.3242,0,1.0,48349,0.0492,0,0.0307,19,healthy
USR0489,24441,0.3575,-0.1529,0.8,20040,9759,0.8199,0.3993,0.0349,0,144095,146511,128486,-240.31,599,3476,0.1422,0,1.0,1078,0.4248,0,-0.1402,11,at_risk
USR0490,50872,0.0503,-0.0201,0.9,35518,6597,0.6982,0.1297,-0.0295,0,260516,275645,260516,336.51,999,17568,0.3453,0,1.0,1046,1.4097,0,0.0078,18,healthy
USR0491,26775,0.1743,0.0534,0.3,15229,5106,0.5688,0.1907,-0.0995,0,97804,90259,79870,961.37,999,19091,0.713,4,0.7778,619,1.5784,0,-0.0742,23,critical
USR0492,16249,0.0141,-0.0053,0.8,10732,4058,0.6605,0.2497,-0.0156,0,39730,41479,29379,27.69,999,6483,0.399,0,1.0,390,1.7469,0,0.0155,17,healthy
USR0493,59672,0.032,-0.0043,0.8,27043,14037,0.4532,0.2352,-0.006,0,307787,319203,286027,457.75,999,7056,0.1182,0,1.0,1776,1.9531,0,-0.0261,19,healthy
USR0494,83634,0.0258,-0.0122,0.8,38291,12804,0.4578,0.1531,-0.0529,0,536166,541274,482836,791.43,999,7177,0.0858,0,1.0,1234,0.9871,0,-0.017,18,healthy
USR0495,35572,0.1386,-0.0316,0.3,33986,4952,0.9554,0.1392,-0.0172,0,62934,67559,56421,-234.54,268,25798,0.7252,0,1.0,607,2.4877,0,0.069,19,at_risk
USR0496,10557,0.0344,0.0032,0.8,39143,2382,3.7079,0.2256,0.009,0,5161,8508,5161,45.11,999,37105,3.5148,1,0.9444,184,1.5175,0,0.0529,14,at_risk
USR0497,68524,0.0367,-0.0086,0.8,59580,6691,0.8695,0.0976,-0.0197,0,218138,228589,203176,-76.01,999,31009,0.4525,0,1.0,2661,0.632,0,0.0476,27,healthy
USR0498,56797,0.0312,0.0045,0.8,45227,10294,0.7963,0.1812,-0.003,0,98469,103800,75911,-290.44,339,26227,0.4618,0,1.0,1623,0.5465,0,-0.0583,16,at_risk
USR0499,40837,0.3947,-0.163,0.8,72211,16863,1.7683,0.4129,-0.0722,0,7850,20825,7850,192.96,999,60213,1.4745,2,0.8889,2330,0.3715,0,0.3406,20,critical
